WALS-ID,ISO,Name,Glottocode,Family,Latitude,Longitude,Genus,Consonant Inventories,Vowel Quality Inventories,Consonant-Vowel Ratio,Voicing in Plosives and Fricatives,Voicing and Gaps in Plosive Systems,Uvular Consonants,Glottalized Consonants,Lateral Consonants,The Velar Nasal,Vowel Nasalization,Nasal Vowels in West Africa,Front Rounded Vowels,Syllable Structure,Tone,Fixed Stress Locations,Weight-Sensitive Stress,Weight Factors in Weight-Sensitive Stress Systems,Rhythm Types,Absence of Common Consonants,Presence of Uncommon Consonants,Fusion of Selected Inflectional Formatives,Exponence of Selected Inflectional Formatives,Exponence of Tense-Aspect-Mood Inflection,Inflectional Synthesis of the Verb,Locus of Marking in the Clause,Locus of Marking in Possessive Noun Phrases,Locus of Marking: Whole-language Typology,Zero Marking of A and P Arguments,Prefixing vs. Suffixing in Inflectional Morphology,Reduplication,Case Syncretism,Syncretism in Verbal Person/Number Marking,Number of Genders,Sex-based and Non-sex-based Gender Systems,Systems of Gender Assignment,Coding of Nominal Plurality,Occurrence of Nominal Plurality,Plurality in Independent Personal Pronouns,The Associative Plural,Definite Articles,Indefinite Articles,Inclusive/Exclusive Distinction in Independent Pronouns,Inclusive/Exclusive Forms in Pama-Nyungan,Inclusive/Exclusive Distinction in Verbal Inflection,Distance Contrasts in Demonstratives,Pronominal and Adnominal Demonstratives,Third Person Pronouns and Demonstratives,Gender Distinctions in Independent Personal Pronouns,Politeness Distinctions in Pronouns,Indefinite Pronouns,Intensifiers and Reflexive Pronouns,Person Marking on Adpositions,Number of Cases,Asymmetrical Case-Marking,Position of Case Affixes,Comitatives and Instrumentals,Ordinal Numerals,Distributive Numerals,Numeral Classifiers,Conjunctions and Universal Quantifiers,Position of Pronominal Possessive Affixes,Obligatory Possessive Inflection,Number of Possessive Nouns,Possessive Classification,"Genitives, Adjectives and Relative Clauses",Adjectives without Nouns,Action Nominal Constructions,Noun Phrase Conjunction,Nominal and Verbal Conjunction,Perfective/Imperfective Aspect,The Past Tense,The Future Tense,The Perfect,Position of Tense-Aspect Affixes,The Morphological Imperative,The Prohibitive,Imperative-Hortative Systems,The Optative,Situational Possibility,Epistemic Possibility,Overlap between Situational and Epistemic Modal Marking,Semantic Distinctions of Evidentiality,Coding of Evidentiality,Suppletion According to Tense and Aspect,Suppletion in Imperatives and Hortatives,Verbal Number and Suppletion,"Order of Subject, Object and Verb","Languages with two Dominant Orders of Subject, Object, and Verb",Order of Subject and Verb,Order of Object and Verb,"Order of Object, Oblique, and Verb",Order of Adposition and Noun Phrase,Order of Genitive and Noun,Order of Adjective and Noun,Order of Demonstrative and Noun,Order of Numeral and Noun,Order of Relative Clause and Noun,Prenominal relative clauses,Postnominal relative clauses,Internally-headed relative clauses,Correlative relative clauses,Adjoined relative clauses,Double-headed relative clauses,Order of Degree Word and Adjective,Position of Polar Question Particles,Position of Interrogative Phrases in Content Questions,Order of Adverbial Subordinator and Clause,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Alignment of Case Marking of Full Noun Phrases,Alignment of Case Marking of Pronouns,Alignment of Verbal Person Marking,Expression of Pronominal Subjects,Verbal Person Marking,Third Person Zero of Verbal Person Marking,Order of Person Markers on the Verb,Ditransitive Constructions: The Verb 'Give',Reciprocal Constructions,Passive Constructions,Antipassive Constructions,Productivity of the Antipassive Construction,Applicative Constructions,Other Roles of Applied Objects,Periphrastic Causative Constructions,Nonperiphrastic Causative Constructions,Negative Morphemes,Symmetric and Asymmetric Standard Negation,Subtypes of Asymmetric Standard Negation,Negative Indefinite Pronouns and Predicate Negation,Polar Questions,Predicative Possession,Predicative Adjectives,Nominal and Locational Predication,Zero Copula for Predicate Nominals,Comparative Constructions,Relativization on Subjects,Relativization on Obliques,'Want' Complement Subjects,Purpose Clauses,'When' Clauses,Reason Clauses,Utterance Complement Clauses,Hand and Arm,Finger and Hand,Cultural Categories of Languages with Identity of 'Finger' and 'Hand',Numeral Bases,Number of Non-Derived Basic Colour Categories,Number of Basic Colour Categories,Green and Blue,Red and Yellow,M-T Pronouns,M in First Person Singular,N-M Pronouns,M in Second Person Singular,Tea,Irregular Negatives in Sign Languages,Question Particles in Sign Languages,Writing Systems,Para-Linguistic Usages of Clicks,Order of Negative Morpheme and Verb,Obligatory Double Negation,Optional Double Negation,Optional Triple Negation,Preverbal Negative Morphemes,Postverbal Negative Morphemes,Minor morphological means of signaling negation,"Position of Negative Word With Respect to Subject, Object, and Verb",Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,Languages with different word order in negative clauses,The Position of Negative Morphemes in SVO Languages,Multiple Negative Constructions in SVO Languages,Obligatory Double Negation in SVO languages,Optional Double Negation in SVO languages,NegSVO Order,SNegVO Order,SVNegO Order,SVONeg Order,The Position of Negative Morphemes in SOV Languages,Multiple Negative Constructions in SOV Languages,Obligatory Double Negation in SOV languages,Optional Double Negation in SOV languages,NegSOV Order,SNegOV Order,SONegV Order,SOVNeg Order,The Position of Negative Morphemes in Verb-Initial Languages,Double negation in verb-initial languages,Verb-Initial with Preverbal Negative,Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,Verb-Initial with Clause-Final Negative,The Position of Negative Morphemes in Object-Initial Languages
wgu,wrg,Warrongo,waru1264,Pama-Nyungan,-18.0,145.0,Northern Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No inclusive/exclusive opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distinct from reflexive,,Oblique patient,partially productive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sgl,szg,Sengele,seng1278,Niger-Congo,-1.83333333333,17.3333333333,Bantu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Second singular,Special imperative + normal negative,,,,,,,,,,,SVO,,SV,VO,,Prepositions,,,,,,,,,,,,,,,,VO and Prepositions,,,,,,Subject affixes on verb,,,,,,,,,,,,,Double negation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ObligDoubleNeg,[Neg-V]Neg,,,[Neg-V],VNeg,,ObligDoubleNeg,"End, not immed postverbal",,ObligNeg,,S[Neg-V]ONeg,,No NegSVO,Prefix&OnlyWithAnotherNeg,No SVNegO,OnlyWithAnotherNeg,,,,,,,,,,,,,,
ndy,djk,Ndyuka,ndyu1242,other,4.5,-54.5,Creoles and Pidgins,Moderately small,Average (5-6),Average,In both plosives and fricatives,None missing in /p t k b d g/,,No glottalized consonants,"/l/, no obstruent laterals",No velar nasal,Contrast absent,,,Moderately complex,Simple tone system,No fixed stress,Unbounded: Stress can be anywhere,Long vowel or coda consonant,,All present,,,,,,,,,,Little affixation,Productive full and partial reduplication,No case marking,No subject person/number marking,,No gender,No gender,Plural word,,Person-number stem,Unique periphrastic associative plural,Definite word distinct from demonstrative,Indefinite word same as 'one',No inclusive/exclusive,,No person marking,Two-way contrast,Different stem,Unrelated,No gender distinctions,,,Identical,No person marking,No morphological case-marking,No case-marking,No case affixes or adpositional clitics,,"First, two-th, three-th",,Absent,Formally different,No possessive affixes,,,,Genitives and adjectives collapsed,Marked by following word,,,,,,,,No tense-aspect inflection,No second-person imperatives,Normal imperative + normal negative,,Inflectional optative absent,Verbal constructions,Other,No overlap,No grammatical evidentials,No grammatical evidentials,,None (= no suppletive imperatives reported in the reference material),,SVO,,SV,VO,VOX,Prepositions,No dominant order,Adjective-Noun,Noun-Demonstrative,Numeral-Noun,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,No dominant order,No question particle,Initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and AdjN,Neutral,Neutral,Neutral,Obligatory pronouns in subject position,No person marking,No person marking,A and P do not or do not both occur on the verb,,,Absent,No antipassive,no antipassive,No applicative construction,No applicative construction,Sequential but no purposive,Neither,"Negative word, unclear if verb or particle",Symmetric,Non-assignable,,Interrogative intonation only,,,,,,Gap,Gap,,Balanced/deranked,Balanced,Balanced,Balanced,,,,Decimal,6.0,6-6.5,Green vs. blue,Red vs. yellow,,,,,,,,,,NegV,,,,NegV,,,SNegVO,Immed preverbal,,SNegVO,,,,No NegSVO,Word&NoDoubleNeg,No SVNegO,No SVONeg,,,,,,,,,,,,,,
bnr,nbj,Bilinarra,bili1250,Pama-Nyungan,-16.0,131.666666667,Western Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly suffixing,,,,,,,,,,,,,,,,,,,,,,,,,,Case suffixes,,,,,,,,,,,,,,,,,,,Tense-aspect suffixes,,,,,,,,,,,,,,,,,,,No dominant order,,Demonstrative-Noun,No dominant order,,,,,,,,,,,Initial subordinator word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kak,kbq,Kamano-Kafe,kama1370,Trans-New Guinea,-6.25,145.666666667,Siane-Yagaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-6.5,Green/blue,Red vs. yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtg,moe,Montagnais,mont1268,Algic,52.0,-65.0,Algonquian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No grammatical marking,"Present, no remoteness distinctions",Inflectional future exists,Other perfect,,,,,,,,,Indirect only,Verbal affix or clitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Different,Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ump,ump,Umpila,umpi1239,Pama-Nyungan,-13.5,143.5,Northern Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inclusive and exclusive differentiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rag,lml,Raga,hano1246,Austronesian,-15.5,168.166666667,Oceanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plural word,,,,,,,,,,,,,,,,,,,,,,,,,Possessive suffixes,,,,,,,,,,,,,,,,,,,,,,,,,,SVO,,SV,VO,,Prepositions,Noun-Genitive,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,,,,,VO and Prepositions,VO and NRel,VO and NAdj,,,,,,,,,,,,,,,,,Double negation,,,,,,,,,,,,Subject is expressed overtly,,,,,,,,,,,,,,,,,,,,,,ObligDoubleNeg,NegVNeg,,,NegV,VNeg,,ObligDoubleNeg,,,ObligNeg,,SVO & NegVNeg,,,,,,,,,,,,,,,,,,,
mrn,mrw,Maranao,mara1404,Austronesian,7.83333333333,124.25,Greater Central Philippine,Small,Small (2-4),Average,In plosives alone,None missing in /p t k b d g/,,No glottalized consonants,"/l/, no obstruent laterals",,,,,,No tones,,,,,No fricatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lha,lha,Laha,laha1250,Tai-Kadai,21.5833333333,103.916666667,Kadai,,,,,,,,,Initial velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trb,tfr,Teribe,teri1250,Chibchan,9.33333333333,-82.6666666667,Western Isthmic Chibchan,,,,,,,,,,Contrast present,,,,,,,,,,,,,,,,,,,Strongly suffixing,,,,,,,Plural suffix,"All nouns, always optional",,,,,,,,,,,No gender distinctions,,,,No person marking,,,No case affixes or adpositional clitics,,,,Obligatory,Formally different,No possessive affixes,,,,Adjectives and relative clauses collapsed,,,,Differentiation,,,,,Tense-aspect suffixes,,,,,,,,,,,,,SOV,,SV,OV,,Postpositions,Genitive-Noun,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,,Final,Not initial interrogative phrase,,OV and Postpositions,OV and NRel,OV and NAdj,,,Split,Subject affixes on verb,Only the A argument,Zero in some 3sg forms,A and P do not or do not both occur on the verb,Indirect-object construction,,Absent,,,,,,,Negative particle,,,Predicate negation also present,Question particle,,,,,,,,Both construction types exist,,,,,Different,Different,,,5.5,7-7.5,Green/blue,Red vs. yellow,,,,,,,,,,VNeg,,,,,VNeg,,SOVNeg,Immed postverbal,,,,,,,,,,SOVNeg,,,,No NegSOV,No SNegOV,No SONegV,Word&NoDoubleNeg,,,,,,
abd,abi,Abidji,abid1235,Niger-Congo,5.66666666667,-4.58333333333,Agneby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.5-5.5,Green/blue,Red/yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibn,ibg,Ibanag,iban1267,Austronesian,17.5,121.666666667,Northern Luzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marked by prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kma,kay,Kamaiurá,kama1373,Tupian,-12.0833333333,-52.5833333333,Maweti-Guarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal prefixing and suffixing,Productive full and partial reduplication,,,,,,Plural suffix,"Only human nouns, obligatory",,,No definite or indefinite article,No definite or indefinite article,,,,,,,,,Interrogative-based,,,,,Case suffixes,,,,,,Possessive prefixes,,,,,,,,Differentiation,,,,,Tense-aspect suffixes,,,,,,,,Indirect only,Separate particle,,,,SOV,,SV,OV,OVX,Postpositions,Genitive-Noun,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,,No question particle,Initial interrogative phrase,Mixed,OV and Postpositions,OV and NRel,OV and NAdj,,,,Subject affixes on verb,,,,Indirect-object construction,,,,,,,,,Negative affix,,,Predicate negation also present,Interrogative intonation only,,,,,,,,Desiderative verbal affix,,,,,,,,,,,,,,,,,,,,,,OptDoubleNeg,,[(Neg-)V-Neg],,[Neg-V],[V-Neg],,OptDoubleNeg,,,,,,,,,,,OptDoubleNeg,,,SO[(Neg-)V-Neg],No NegSOV,No SNegOV,Prefix&OnlyWithAnotherNeg,Suffix&OptDoubleNeg,,,,,,
asu,asu,Asuriní,toca1235,Tupian,-3.5,-49.5,Maweti-Guarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OVS,,VS,OV,,Postpositions,,,,,,,,,,,,,,,,OV and Postpositions,,,,,,,,,,,,,,,,,,,Double negation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ObligDoubleNeg,[Neg-V-Neg],,,[Neg-V],[V-Neg],,ObligDoubleNeg,,,,,,,,,,,,,,,,,,,,,,,,O[Neg-V-Neg]S
har,tmd,Haruai,haru1245,Piawi,-5.08333333333,144.166666667,Piawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No case affixes or adpositional clitics,,,,,,Prefixes and suffixes,,,,,,,,,,,,,Tense-aspect suffixes,,,,,,,,,,,,,,,SV,OV,,,Genitive-Noun,Noun-Adjective,,,Mixed,RelN or internally-headed,,Internally-headed or RelN,,,,,,,,,Other,OV and NAdj,,,,,,,,,,,,,,,,,Negative affix,Both,A/NonReal,,,,,,,,,,,,,,,,,,Extended body-part system,,,,,,,,,,,,,,[V-Neg],,,,,[V-Neg],,MorphNeg,,,,,,,,,,,SV&OV&[V-Neg],,,,,,,,,,,,,
din,din,Dinka,dink1262,Eastern Sudanic,8.5,28.0,Western Nilotic,Average,Large (7-14),Average,In plosives alone,None missing in /p t k b d g/,,No glottalized consonants,"/l/, no obstruent laterals",,,,,Moderately complex,Complex tone system,,,,,No fricatives,,,,,,,,,,Little affixation,,,,,,,Plural stem change,,,,Definite affix,,,,,,,,,,,,,,,,,,,,,Possessive suffixes,,,,,,,'And' identical to 'with',,,,,,No tense-aspect inflection,,,,,,,,,,,,,No dominant order,SOV or SVO,SV,No dominant order,No dominant order,No dominant order,Noun-Genitive,Noun-Adjective,Demonstrative suffix,Noun-Numeral,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,Adjective-Degree word,No question particle,Not initial interrogative phrase,Initial subordinator word,Other,Other,Other,,,,Mixed,,,,,,,,,,,,,Negative auxiliary verb,,,,Absence of declarative morphemes,'Have',Verbal encoding,Different,Impossible,,,,,,,,,,,,,,,,,,,,,Words derived from Sinitic cha,,,,,NegV,,,,NegV,,,SNegOV,"Preverbal, not beginning or immed","SVO/SOV, but SNegOV",,,,,,,,,SVO/SOV but SNegOV,,,,No NegSOV,NoDoubleNeg,No SONegV,NoSOVNeg,,,,,,
ldn,lld,Ladin,ladi1250,Indo-European,46.5833333333,11.9166666667,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Identity,"First, second, three-th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptt,lae,Pattani,patt1248,Sino-Tibetan,32.75,76.75,Bodic,,,,,,,,,Initial velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,Plural suffix,"All nouns, always obligatory",,,,,,,,,,,,,,,,,,Case suffixes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,SV,OV,,Postpositions,Genitive-Noun,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,Degree word-Adjective,No question particle,,,OV and Postpositions,OV and NRel,OV and AdjN,,,,,,,,Indirect-object construction,,,,,,,,,Negative affix,,,,Interrogative verb morphology,,,,,,,,Subject is left implicit,,,,,,,,,,,,,,,,,,,,,,[Neg-V],,,,[Neg-V],,,MorphNeg,,,,,,,,,,,SO[Neg-V],,,,No NegSOV,No SNegOV,Prefix&NoDoubleNeg,NoSOVNeg,,,,,,
lot,njh,Lotha,loth1237,Sino-Tibetan,26.5,94.25,Central Naga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weakly suffixing,,,,,,,Mixed morphological plural,,,,Definite word distinct from demonstrative,,,,,,,,,,,,,,,Postpositional clitics,,,,,,,,,,,,,,,,,,,Tense-aspect suffixes,Second person number-neutral,Normal imperative + special negative,,,,,,,,,,,SOV,,SV,OV,,Postpositions,Genitive-Noun,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,,,,,,,,,No question particle,Not initial interrogative phrase,,OV and Postpositions,,OV and NAdj,,,,,,,,,,,,,,,,,Negative affix,,,,Interrogative verb morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Neg-V],,,,[Neg-V],,,MorphNeg,,,,,,,,,,,SO[Neg-V],,,,No NegSOV,No SNegOV,Prefix&NoDoubleNeg,NoSOVNeg,,,,,,
ipk,pks,Indo-Pakistani Sign Language (Karachi dialect),paki1242,other,28.0,68.0,Sign Languages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mou,mgd,Moru,moru1253,Central Sudanic,4.75,29.75,Moru-Ma'di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weakly suffixing,,,,,,,Plural suffix,,,,Definite word distinct from demonstrative,,,,,,,,,,,,,,,No case affixes or adpositional clitics,,,,,,Possessive suffixes,,,,,,,,,,,,,Tense-aspect suffixes,,,,,,,,,,,,,No dominant order,SOV or SVO,SV,No dominant order,No dominant order,Postpositions,Noun-Genitive,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,,Final,Not initial interrogative phrase,Mixed,Other,Other,Other,,,,Subject affixes on verb,,,,,,,,,,,,,Negative particle,,,,Question particle,,Verbal encoding,Different,Possible,,,,,,,,,,,,,,,,,,,,,,,,,,VNeg,,,,,VNeg,,More than one position,"End, not immed postverbal","SVO/SOV, but SVONeg",SVO/SOV but SVONeg,,,,No NegSVO,No SNegVO,No SVNegO,NoDoubleNeg,,,,,,,,,,,,,,
emm,amy,Emmi,amii1238,Western Daly,-13.5,130.0,Wagaydy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postpositional clitics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No dominant order,,SV,No dominant order,No dominant order,Postpositions,,Noun-Adjective,,Noun-Numeral,,,,,,,,,,Initial interrogative phrase,,Other,Other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlu,mgl,Maleu,male1289,Austronesian,-5.71666666667,148.416666667,Oceanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No definite or indefinite article,No definite or indefinite article,,,,,,,,,,,,,,No case affixes or adpositional clitics,,,,,,Prefixes and suffixes,,,,,,,,,,,,,,,,,,,,,,,,,,SVO,,SV,VO,VOX,Prepositions,No dominant order,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,Adjective-Degree word,,,Initial subordinator word,VO and Prepositions,VO and NRel,VO and NAdj,,,,Subject affixes on verb,,,,,,,,,,,,,Negative particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNeg,,,,,VNeg,,SVONeg,"End, not immed postverbal",,SVONeg,,,,No NegSVO,No SNegVO,No SVNegO,NoDoubleNeg,,,,,,,,,,,,,,
kmj,kdj,Karimojong,kara1483,Eastern Sudanic,3.0,34.1666666667,Eastern Nilotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weakly prefixing,,,,,,,Plural prefix,,,,No definite or indefinite article,No definite or indefinite article,,,,,,,,,,,,,,No case affixes or adpositional clitics,,,,,,Possessive prefixes,,,,,,,,,,,,,Tense-aspect suffixes,,,,,,,,,,,,,VSO,,VS,VO,VOX,Prepositions,Noun-Genitive,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,,Noun-Relative clause (NRel) dominant,,,,,No dominant order,Final,Not initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and NAdj,,,,Subject affixes on verb,,,,,,,,,,,,,Variation between negative word and affix,,,,Question particle,,,,,,,,,Balanced/deranked,Balanced/deranked,Balanced/deranked,Balanced,,,,,,,,,,,,,,,,,,Type 1 / Type 3,,,,NegV&[Neg-V],,,More than one position,Immed preverbal,,,,,,,,,,,,,,,,,,NegVSO/[Neg-V]SO,,Type 1 / Type 2,,No clause-final neg,
lkt,lkt,Lakhota,lako1247,Siouan,43.8333333333,-101.833333333,Mississippi Valley Siouan,Average,Average (5-6),Moderately high,In fricatives alone,Other,,Ejectives only,"/l/, no obstruent laterals",No velar nasal,Contrast present,,,Complex,No tones,,,,,All present,,Isolating/concatenative,No case,monoexponential TAM,10-11 categories per word,Head marking,Head marking,Head-marking,Non-zero marking,Weakly prefixing,Productive full and partial reduplication,No case marking,Not syncretic,,,,Plural word,,Person-number affixes,No associative plural,Definite word distinct from demonstrative,Indefinite word distinct from 'one',No inclusive/exclusive,,No inclusive/exclusive,Three-way contrast,Identical,Unrelated,No gender distinctions,No politeness distinction,Interrogative-based,Differentiated,Pronouns only,No morphological case-marking,No case-marking,No case affixes or adpositional clitics,Differentiation,"First, two-th, three-th",,Absent,,Possessive prefixes,Absent,None reported,Two classes,,,No action nominals,'And' different from 'with',Identity,No grammatical marking,No past tense,No inflectional future,No perfect,Tense-aspect suffixes,No second-person imperatives,Normal imperative + normal negative,Neither type of system,Inflectional optative absent,Verbal constructions,Affixes on verbs,No overlap,Indirect only,Separate particle,,None (= no suppletive imperatives reported in the reference material),,SOV,,SV,OV,,Postpositions,No dominant order,Noun-Adjective,Mixed,Noun-Numeral,Internally headed,,,Internally-headed relative clause dominant,,,,Degree word-Adjective,Final,Not initial interrogative phrase,,OV and Postpositions,Other,OV and NAdj,Neutral,,Active,Subject affixes on verb,Both the A and P arguments,Zero in all 3rd person forms,Both orders of A and P occur,Double-object construction,Distinct from reflexive,Absent,No antipassive,no antipassive,Benefactive and other; both bases,No other roles (= Only benefactive),,Both,Negative particle,Symmetric,Non-assignable,Predicate negation also present,Question particle,'Have',Verbal encoding,Different,Impossible,Conjoined,Non-reduction,Non-reduction,,Balanced,Balanced,Balanced,Balanced,,,,Decimal,,,,,"M-T pronouns, paradigmatic",m in first person singular,No N-M pronouns,No m in second person singular,,,,,Other or none,VNeg,,,,,VNeg,,SOVNeg,Immed postverbal,,,,,,,,,,SOVNeg,,,,No NegSOV,No SNegOV,No SONegV,Word&NoDoubleNeg,,,,,,
