method,entropy_with_missing,entropy_without_missing,k
random_family,1.2973814063205622,0.7470429535780084,305
random_genus,1.2901110438082382,0.7512944963143984,305
random,1.2808149686872465,0.7319903668788739,310
mmdp,1.3207170875355,0.8064950783644704,310
mdp,1.3738490974610968,0.8312967624348706,285
random_family,1.2963051453345984,0.7465082027360113,310
random_genus,1.2881043398488379,0.7508049407723087,310
random,1.2868947743371895,0.7332626047994238,315
mmdp,1.3198740191518512,0.8054799762219038,315
random_family,1.294380239895622,0.7458186253309739,315
mdp,1.3726468481661835,0.8308173841197439,290
random_genus,1.290297855327133,0.7521053289480328,315
random,1.2869485027603085,0.7311214637067136,320
mdp,1.3727959257377358,0.8314387977635767,295
mmdp,1.3200963497878113,0.8051510670955393,320
random_family,1.2920492454511214,0.7444595462582266,320
random_genus,1.2894439157186608,0.7527908093500831,320
random,1.2838681442532738,0.7329365678771447,325
mmdp,1.3197975637657715,0.8049562681970542,325
mdp,1.3748903918749849,0.8314590867287951,300
random_family,1.2919307737380057,0.7448574673412571,325
random_genus,1.288987400202306,0.7536582149867809,325
random,1.2826008285445107,0.7347018519573673,330
random_family,1.2964392315880988,0.7455157677495777,330
mmdp,1.31822268656652,0.8047428853578202,330
mdp,1.3749151602855083,0.830735063312337,305
random_genus,1.2942719507066878,0.7533972711113484,330
random,1.2841599531949444,0.7338122164719355,335
mmdp,1.3172325830182077,0.8038976299359794,335
random_family,1.2937656756264928,0.7447121623833313,335
mdp,1.375433150322109,0.8300030994439194,310
random_genus,1.2976873639262525,0.7542946021826313,335
random,1.2870301196038807,0.7356643867928377,340
mmdp,1.3169634221538253,0.8039917099211948,340
random_family,1.294341214534632,0.7450061965532795,340
mdp,1.3773190701985845,0.8303046986179831,315
random_genus,1.292203686195998,0.7537018233218531,340
random,1.2927957532074592,0.7379300880807902,345
random_family,1.294994001423301,0.7437007729921004,345
mmdp,1.315075193318161,0.8032661827022561,345
mdp,1.375529094335035,0.8291722211780577,320
random_genus,1.2873712726976787,0.7523444852715513,345
random,1.2911462652343135,0.7349362044467697,350
mmdp,1.3132492353929899,0.8019446377300908,350
random_family,1.2934267911300323,0.7430120130335995,350
mdp,1.3750633466839963,0.8293478962233469,325
random_genus,1.2889505670425925,0.752458267420583,350
random,1.2886399635412968,0.7327429572228584,355
mmdp,1.3123026794878385,0.8011880168152303,355
random_family,1.2959728691703758,0.7429054822316219,355
mdp,1.3758738575723184,0.8293300841415411,330
random_genus,1.289428205923421,0.7526431992882002,355
random,1.2842657048298476,0.7311643880151558,360
mmdp,1.3107737454934376,0.8003951500526203,360
random_family,1.2950764297268405,0.7403733581171064,360
mdp,1.3763268074139015,0.8284866340669909,335
random_genus,1.2884221327021017,0.7523971261451876,360
random,1.2849642230351896,0.7337260734451017,365
mmdp,1.3104234830823798,0.7995863168044849,365
random_family,1.293357131474286,0.7415606128319687,365
random_genus,1.2891862781178964,0.751695022109477,365
mdp,1.3775732207402573,0.8284476728772255,340
random,1.284461813472601,0.7345652432614715,370
random_family,1.2949730239694046,0.7437885668495099,370
mmdp,1.3083276684641256,0.7983138598599161,370
mdp,1.377250684363415,0.8285157775256512,345
random_genus,1.2912842858504983,0.7510563344368517,370
random,1.2793750091782434,0.7313130454115202,375
random_family,1.2946187276452976,0.7443847099584477,375
mmdp,1.3070650522611815,0.7972653274611787,375
random_genus,1.2923594526544058,0.7523266881520125,375
mdp,1.3779674722963329,0.8282376679148281,350
random,1.2797052749004392,0.7324940047779668,380
random_family,1.2945812444350087,0.7431839354656358,380
mmdp,1.306210504046143,0.7973397965586396,380
mdp,1.377221379592474,0.8282460860087405,355
random_genus,1.2929371991219227,0.7529614940397173,380
random,1.2819540791875885,0.7343484436478063,385
random_family,1.2914264046836164,0.7425320723210517,385
mmdp,1.3050443127594178,0.7972238673998845,385
random_genus,1.293431089104141,0.7533494052749942,385
mdp,1.3780749188042516,0.8280369967155136,360
random,1.2845334542371825,0.733904672680243,390
mmdp,1.3056167540300507,0.7970610784671442,390
random_family,1.289709061961717,0.7437078778639867,390
random_genus,1.2938325580253842,0.7524630886839214,390
mdp,1.3779073001192064,0.8281361043330367,365
random,1.283886980754454,0.7326933003771126,395
mmdp,1.3037427979302827,0.7963226086274933,395
random_family,1.29077866208386,0.7432345998101175,395
random_genus,1.2929853231663277,0.7519027987181759,395
mdp,1.3784961557100561,0.828647203678747,370
random,1.2848211478204326,0.7343835424928925,400
random_family,1.291807116259068,0.7418965935547767,400
mmdp,1.3027487836237321,0.7960049101914413,400
random_genus,1.2939912918601788,0.7529282049969939,400
mdp,1.3805461707406608,0.8283311211614682,375
random,1.286387011005816,0.7343816561859532,405
mmdp,1.3013211547123609,0.7950661285897108,405
random_family,1.2987995382091058,0.7434795727507233,405
random_genus,1.2923908690607906,0.7528827415357435,405
mdp,1.3805280712836712,0.8288172126763983,380
random,1.2853385723271604,0.7338051145918246,410
mmdp,1.3007566113790716,0.7945001313803589,410
random_family,1.2989611616752812,0.7447903836826949,410
random_genus,1.2918042037873363,0.7526531301040646,410
mdp,1.3807670766124747,0.8280305328908072,385
random,1.2827048829736116,0.7331998922312597,415
mmdp,1.301813450327532,0.7947177433218513,415
random_family,1.2943427650317039,0.741744751959385,415
random_genus,1.292499718030284,0.752591873037407,415
mdp,1.3800753170068865,0.8276744509846922,390
random,1.2805488790440758,0.7307943363961696,420
mmdp,1.3001671039894827,0.7944945504910194,420
random_family,1.2925185556889003,0.7407473667123211,420
random_genus,1.2930132883968666,0.7539867293356901,420
mdp,1.3809571419321178,0.8279752009318253,395
random,1.2828705979024142,0.7322560579374793,425
random_family,1.29297361214387,0.742414699178871,425
mmdp,1.2988755099831302,0.7945601689298448,425
random_genus,1.2938195873931326,0.7542022010875792,425
mdp,1.380742959020136,0.827585233266623,400
random,1.2847158091413535,0.732904022065956,430
mmdp,1.2991017668501708,0.7942554032272503,430
random_family,1.2943516227627767,0.742136562620281,430
random_genus,1.294554272324879,0.7525311290216717,430
mdp,1.37933572005901,0.8271276294250898,405
random,1.2854751294315387,0.7333092097355605,435
random_family,1.3016490129333649,0.7467307905462207,435
mmdp,1.297773841394746,0.7933663793041991,435
random_genus,1.2951671550188706,0.7528259185258602,435
mdp,1.3781474734683417,0.8266680255431975,410
random,1.2836961449672648,0.7333914693521589,440
mmdp,1.2965952415833735,0.7928476059185146,440
random_family,1.2998150776028574,0.745447733094252,440
random_genus,1.2927689999802,0.7534429430406684,440
mdp,1.3766858289114932,0.826358304862262,415
random,1.2822407347454061,0.7328094495789245,445
mmdp,1.295052428907267,0.7924631324091017,445
random_family,1.298509832020409,0.7442168553345035,445
random_genus,1.2923375398262846,0.7528686681597334,445
mmdp,1.293354624591274,0.7916872449343172,450
random,1.2796864624814464,0.7332156816936107,450
mdp,1.3768481224432476,0.8261933056981325,420
random_family,1.298688972294042,0.7446520262531576,450
random_genus,1.293691287755811,0.7538209771973492,450
mdp,1.3780976286019284,0.8264199704005302,425
mmdp,1.2951686967287164,0.7919559948435265,455
random,1.2817335017349873,0.7334237442471994,455
random_family,1.2998992569597543,0.7457858745958909,455
random_genus,1.2945660903294005,0.7532055808422122,455
mmdp,1.2952794601735955,0.7919361466240292,460
random,1.2889198777527597,0.7346727608883773,460
mdp,1.3792705304287252,0.8268855699009792,430
random_family,1.3026106415005452,0.7457130193054243,460
random_genus,1.2939355049795593,0.7520352905444587,460
mdp,1.3796871572206089,0.8265538772253672,435
random,1.2863761523188402,0.7336221930099042,465
mmdp,1.294074635673859,0.7911757707928426,465
random_family,1.3028147933020722,0.7453028193526041,465
random_genus,1.2938234614228001,0.75245694503999,465
mmdp,1.292841847565459,0.7907585747553929,470
random,1.2784248667763154,0.7322132664475928,470
mdp,1.3784845079117618,0.8260198229726433,440
random_family,1.3007506494499979,0.7448293311606791,470
random_genus,1.2933365176799614,0.7526063987528427,470
mmdp,1.2927150292024048,0.791065858411516,475
random,1.275662422837898,0.733144728842102,475
mdp,1.3786521404303325,0.8259661729820384,445
random_family,1.299930663961134,0.7454785112051175,475
random_genus,1.294050781423741,0.7528403676262005,475
mdp,1.3796469279411627,0.8258574699201549,450
random,1.2823175473918988,0.7339770020590791,480
mmdp,1.2926368794901868,0.7909868849359131,480
random_family,1.2973423574509002,0.7458559931070745,480
random_genus,1.2948676356270872,0.7532555088345244,480
mmdp,1.29156383621564,0.7907732528947544,485
random,1.2839779267988345,0.7324479709045689,485
mdp,1.3789805309328491,0.8254423877663563,455
random_family,1.29719054598856,0.7445701637740341,485
random_genus,1.2941132583572184,0.7529355855850184,485
mmdp,1.290031262166984,0.7902091859748062,490
random,1.2844506909122808,0.7316312826212164,490
mdp,1.3783183638484158,0.8250325735702025,460
random_family,1.299813534803734,0.7441282872258692,490
random_genus,1.2939596423922537,0.7541004147816018,490
mmdp,1.291098696585,0.7901053784435648,495
random,1.2855027812628834,0.7332983047544379,495
mdp,1.3797469657095334,0.8246411690837868,465
random_family,1.2989707672019077,0.7449259674151378,495
random_genus,1.291142747524273,0.7540961818638298,495
mmdp,1.291759200415175,0.7898422816224508,500
random,1.2852253789870969,0.7341558942815571,500
mdp,1.3800656604403991,0.8240930352261561,470
random_family,1.2995940345860661,0.7465547560048941,500
random_genus,1.2927409722497532,0.7531188017590624,500
mdp,1.3806673102281508,0.8239635986935655,475
mdp,1.380696323036774,0.8235927688307858,480
mdp,1.379666527096953,0.8235282260258866,485
mdp,1.3801100938673434,0.8231116228549189,495
mdp,1.3795554752204662,0.8233566104658475,490
mdp,1.37953126927153,0.8230599538009632,500
