method,run,entropy_with_missing,entropy_without_missing,fvi,mpd,fvo,k
random,9,1.151131134984478,0.6983989558160194,0.9593301435406698,8.359911148702224,0.6470720656867894,25
random_family,0,1.2452168159154484,0.7049844006122393,0.9521531100478469,8.68365686285297,0.6164824418595454,25
random_family,1,1.186079690058703,0.6837021291995838,0.9401913875598086,8.30974464872854,0.6309632380245799,25
random_family,2,1.2043948281112526,0.6890956371131762,0.9449760765550239,8.328681969731493,0.6467982738485981,25
random_family,3,1.1347417246623193,0.6553625582322196,0.9425837320574163,8.114467592536016,0.6679953923292008,25
random_family,4,1.137303159852839,0.6607871877575232,0.937799043062201,8.215869818217557,0.6629405463696173,25
random_family,5,1.1990966565555008,0.6774040192596437,0.9473684210526315,8.209663177245215,0.6444917191609262,25
random_family,6,1.2203863982848546,0.6719001638188785,0.9401913875598086,8.346572925832353,0.6290294219944892,25
random_family,7,1.157806551792714,0.6858524400324958,0.9473684210526315,8.347949613419289,0.6413726517166511,25
random_family,8,1.2282927451961319,0.658823048217091,0.937799043062201,8.156478674728058,0.6494311761649973,25
random_family,9,1.1570404568045778,0.6374121059801345,0.937799043062201,7.989617204394719,0.6738020933563215,25
random_genus,0,1.1845293701077182,0.6950174489526243,0.9473684210526315,8.501652179070673,0.6337838005337794,20
random_genus,1,1.1854401337072382,0.649484852881191,0.9210526315789473,8.294021072412301,0.6334413603013775,20
random_genus,2,1.141538161645601,0.6360101579359132,0.9258373205741627,8.052598896829359,0.6684046520791699,20
random_genus,3,1.1518227838511883,0.6602959877253505,0.9138755980861244,8.371722610977962,0.643430498846272,20
random_genus,4,1.239106121832733,0.6804635738188876,0.9354066985645934,8.580797860059414,0.6179431799642957,20
random_genus,5,1.1724526816496839,0.702719933763523,0.9497607655502392,8.534926630632912,0.6363342183991083,20
random_genus,6,1.1441038009581432,0.6577987092638169,0.930622009569378,8.27337028122045,0.6598382685587993,20
random_genus,7,1.1300261494331443,0.6304964859480724,0.9258373205741627,7.8692653277754445,0.6796963003498022,20
random_genus,8,1.1747879012707183,0.6914668744853534,0.9401913875598086,8.452410498160436,0.6359393160836763,20
random_genus,9,1.1198002348506528,0.6567020503617573,0.9258373205741627,8.373441613075004,0.6440608230155959,20
convenience,0,0.9533394607073123,0.6418717882670849,0.9401913875598086,7.989913788805167,0.6723256064613105,30
mdp,0,1.3332803645960312,0.8027758036607727,0.9665071770334929,9.535734161570545,0.5222916228421667,30
random,0,1.1782599214777596,0.6623554893497706,0.9497607655502392,8.187861607892824,0.6457855443831846,30
random,1,1.117765859406355,0.6528452987471152,0.9354066985645934,8.062199020062149,0.6623874203435275,30
random,2,1.2159216451757082,0.6635359927147795,0.9330143540669856,8.275266414493926,0.6279840089335547,30
random,3,1.2122239375604822,0.7097652881300534,0.9545454545454546,8.38015127697116,0.6325983789338907,30
random,4,1.1768051116655587,0.7017626812031329,0.9617224880382775,8.369185522079789,0.6456512132363154,30
random,5,1.2764137057507294,0.6841563002191268,0.9449760765550239,8.295888429594058,0.6231700996003325,30
random,6,1.1803338734151207,0.6859025261936341,0.9617224880382775,8.342574893582176,0.6429277209808574,30
random,7,1.162145176881979,0.6632035701656744,0.9593301435406698,8.092827081926396,0.6713086512865022,30
random,8,1.2004446234222712,0.653884901110296,0.937799043062201,8.25809067734089,0.650606532457157,30
random,9,1.1361138641085198,0.6656699517975879,0.9449760765550239,8.24566423115629,0.6488171601791854,30
mmdp,0,1.3439590396233982,0.780299971136234,0.9760765550239234,9.183944548820426,0.5653759189224533,30
random_genus,0,1.21025517775237,0.708286172586011,0.9593301435406698,8.510545716622145,0.6383218021982963,25
random_genus,1,1.1465565154763626,0.6736195717313613,0.9521531100478469,8.278778010976923,0.6584397771547791,25
random_genus,2,1.1606135225533005,0.6452416459987055,0.9354066985645934,8.049538209710578,0.6663351417794234,25
random_genus,3,1.1486750178222338,0.6881663135993857,0.9449760765550239,8.358614781638574,0.6435783536033872,25
random_genus,4,1.1391599674823105,0.6682606763980086,0.9401913875598086,8.324279617627464,0.6474841909465197,25
random_genus,5,1.1594108425119438,0.6672332217367444,0.9401913875598086,8.278445650730477,0.6438475802535132,25
random_genus,6,1.2336143272483298,0.7135756554635249,0.9473684210526315,8.55993085188888,0.6165466755563405,25
random_genus,7,1.101676701347874,0.6773970963831034,0.9330143540669856,8.212404931592852,0.6477685909589976,25
random_genus,8,1.17999390209543,0.6949524074037744,0.9593301435406698,8.47595904526648,0.6344997875723538,25
random_genus,9,1.1702370959753323,0.6737438327393768,0.9497607655502392,8.308740255104098,0.6450580806878267,25
random_family,0,1.2093721934354855,0.6849455618404982,0.9569377990430622,8.231602913057111,0.6475769608764538,30
random_family,1,1.225476489308613,0.674015977028818,0.9473684210526315,8.305174479866864,0.6367651518724162,30
random_family,2,1.184447145723,0.6892779289152486,0.9521531100478469,8.310557975757279,0.6462951758649498,30
random_family,3,1.2167704091550051,0.6591193469004022,0.9449760765550239,8.069545844437402,0.6566329214517206,30
random_family,4,1.1527840979123756,0.6540212658113382,0.9617224880382775,7.998535104892032,0.6712625398980175,30
random_family,5,1.1179537254389609,0.6599164733029682,0.9330143540669856,8.213891974051473,0.6672914698271143,30
random_family,6,1.2399584908126815,0.6688785390141382,0.9425837320574163,8.31079734703696,0.6441914792635018,30
random_family,7,1.1890310296264452,0.6812875100429426,0.9617224880382775,8.24628961875785,0.6429026760040796,30
random_family,8,1.201784502747227,0.6722194488103853,0.9497607655502392,8.236808915844872,0.6648267417431246,30
random_family,9,1.1590453288184224,0.6694969947657258,0.9473684210526315,8.236180850043516,0.6636616081023712,30
convenience,0,0.9290702807419702,0.6374710973710835,0.9401913875598086,7.918812793859698,0.6784865376660815,35
mdp,0,1.3524755233794021,0.817030718791068,0.9688995215311005,9.493167006101004,0.5282255769694979,35
random,0,1.2719144457122016,0.6925603323624305,0.9473684210526315,8.351218839899081,0.6215549761267655,35
random,1,1.2235231760875847,0.6883201933712638,0.9641148325358851,8.331738607289212,0.6426468482292893,35
random,2,1.2153869261876689,0.6722849103160051,0.9641148325358851,8.21142459105415,0.6578546381631888,35
random,3,1.1912193628805732,0.6528996517512664,0.9473684210526315,8.202209355021175,0.6554791613588814,35
random,4,1.1705614408062908,0.6704746939106794,0.9569377990430622,8.280221322809627,0.6452736021627753,35
random,5,1.2009521880059233,0.6763946609945172,0.9593301435406698,8.276607799768561,0.6367397396646854,35
random,6,1.2131013376859525,0.6944956990763238,0.9617224880382775,8.263140896840603,0.644865377107245,35
random,7,1.1904358229144072,0.6526043792058149,0.9449760765550239,8.147254080039891,0.6484488257868078,35
random,8,1.1988442664861967,0.6651291081776425,0.9473684210526315,8.213959031449805,0.6508968975103036,35
random,9,1.141402231483077,0.6396681559960113,0.9354066985645934,7.870051005020999,0.6941491113647681,35
mmdp,0,1.3334787423634658,0.7805504267055825,0.9784688995215312,9.137431726330655,0.5692082926329515,35
random_family,0,1.11994036826556,0.6736169608337407,0.9425837320574163,8.224444641196332,0.6669750712413731,35
random_family,1,1.2541599944867945,0.6878793709685542,0.9569377990430622,8.35875303969937,0.6401973900719055,35
random_family,2,1.1753226430006238,0.6816456465380285,0.9641148325358851,8.229736540395733,0.6399621203963444,35
random_family,3,1.2032428177070877,0.6784789048555095,0.9545454545454546,8.216457974518367,0.6680569326832108,35
random_family,4,1.159341752244902,0.6707533711704663,0.9521531100478469,8.226707181042809,0.664437341531571,35
random_family,5,1.250549186683646,0.6867630909307462,0.9569377990430622,8.262721056612953,0.6480163102314667,35
random_family,6,1.2104661173880475,0.6694288995817742,0.9473684210526315,8.20394517626443,0.6473771888200717,35
random_family,7,1.1852040215738535,0.6690387485080851,0.9401913875598086,8.215718162963208,0.6657706399037131,35
random_family,8,1.2096028815425182,0.6886319176147359,0.9569377990430622,8.390672594475332,0.6473056382933929,35
random_family,9,1.2326253384368333,0.6791487518248753,0.9569377990430622,8.341894002810587,0.6370247852681401,35
convenience,0,0.9523985341882967,0.6360803204783511,0.9401913875598086,7.8998966169927325,0.6791759387928933,40
random_genus,0,1.174735090350587,0.6786401256827114,0.9521531100478469,8.35113199146139,0.6375565793462596,30
random_genus,1,1.2269667742045187,0.7118618010045192,0.9521531100478469,8.542001096156435,0.6196837033988939,30
random_genus,2,1.139581096883693,0.6792668763379495,0.9449760765550239,8.160534325450893,0.6558394146874705,30
random_genus,3,1.1964701727222067,0.7014157134651046,0.9641148325358851,8.451285314703108,0.6336294667034799,30
random_genus,4,1.1760312702408564,0.6720024878946592,0.9545454545454546,8.245257654210182,0.6519874299795059,30
random_genus,5,1.2360241347640677,0.6780297533400917,0.9593301435406698,8.307070573316121,0.6417811086750481,30
random_genus,6,1.2016430387503239,0.6807141439351,0.9545454545454546,8.238465021855648,0.6586086776607207,30
random_genus,7,1.1509812250420925,0.6885503434480366,0.9593301435406698,8.361437932809254,0.6473720649133292,30
random_genus,8,1.1605431482498147,0.6859945732667043,0.9593301435406698,8.305728620003155,0.6487022428158128,30
random_genus,9,1.1887610971161966,0.7090974652514148,0.9593301435406698,8.501192670782046,0.6335766374666582,30
mmdp,0,1.3290364281594846,0.7852994629369109,0.9784688995215312,9.11257149921649,0.5708134566683116,40
mdp,0,1.3579298494253993,0.8230939619665057,0.9736842105263158,9.461725361656988,0.5322969870691645,40
random,0,1.2106586791324523,0.6878489431564316,0.9641148325358851,8.317081524174922,0.634859497737188,40
random,1,1.2134145303212271,0.6947261471506108,0.9665071770334929,8.278679472289443,0.6441351265427568,40
random,2,1.1993231092376169,0.6711647496018969,0.9593301435406698,8.200376445710527,0.6477360372075084,40
random,3,1.19786843354081,0.6630840123383335,0.9497607655502392,8.16550882194855,0.6569724628077389,40
random,4,1.1359612846548304,0.6420745357603572,0.9401913875598086,7.877732147146685,0.6950339687616818,40
random,5,1.2053888151714347,0.7003301634283235,0.9665071770334929,8.357207518785367,0.6379034546904921,40
random,6,1.2168407779867356,0.6657964767951015,0.9521531100478469,8.198017089213863,0.658404988892123,40
random,7,1.242144463358934,0.6938002283252758,0.9569377990430622,8.463979765578237,0.6280234261545973,40
random,8,1.190069210496093,0.6690130301418887,0.9617224880382775,8.203028668948642,0.6484675754507605,40
random,9,1.1924212318986582,0.6713615807291964,0.9545454545454546,8.100653555807487,0.6641667211929301,40
random_genus,0,1.2408836463645485,0.6847632805418306,0.9688995215311005,8.326934178473218,0.640005444185418,35
random_genus,1,1.2054850685354812,0.6831302860607688,0.9593301435406698,8.290588495439486,0.6517102935751572,35
random_genus,2,1.1699961733953452,0.6872609563543215,0.9617224880382775,8.305915250092893,0.6498619375796718,35
random_genus,3,1.166534355061685,0.6831643454223754,0.9665071770334929,8.207865933881838,0.6574513132981985,35
random_genus,4,1.204403044446354,0.7124949704714887,0.9641148325358851,8.502864795016933,0.6315492186835534,35
random_genus,5,1.2121522122026054,0.6952249993853348,0.9688995215311005,8.345264185277857,0.6447789202278512,35
random_genus,6,1.2165351258410984,0.6729066102289258,0.9449760765550239,8.338769377874595,0.6413713822547391,35
random_genus,7,1.2154906648176325,0.6993553843940911,0.9641148325358851,8.391388353081032,0.6300008120529919,35
random_genus,8,1.2275732385857734,0.6962914513333234,0.9545454545454546,8.416439558769234,0.6388531282147575,35
random_genus,9,1.2298320249762025,0.715318520794069,0.9665071770334929,8.602552926553306,0.6159692551268658,35
random_family,0,1.2696945281385925,0.6875208050746162,0.9617224880382775,8.271047613797418,0.6469965762393545,40
random_family,1,1.2229970922942512,0.6745590304500497,0.9569377990430622,8.213660060614657,0.6500957700654989,40
random_family,2,1.210099176601525,0.6772003664748781,0.9497607655502392,8.206533689355734,0.6618762379279616,40
random_family,3,1.2098459265049364,0.6933659510619682,0.9641148325358851,8.390308170645648,0.6460793909310213,40
random_family,4,1.2326994921511403,0.6879259499807807,0.9593301435406698,8.380590658974796,0.6356173055104991,40
random_family,5,1.1685528987975715,0.678348659481203,0.9593301435406698,8.26184627806513,0.6531352195024414,40
random_family,6,1.1649271943596688,0.6910965259873733,0.9641148325358851,8.344814679059787,0.6425623477290843,40
random_family,7,1.2067493892945784,0.6917452837529814,0.9617224880382775,8.27674269384379,0.6502127315057701,40
random_family,8,1.189666841288065,0.6888900401944494,0.9617224880382775,8.290439571307234,0.6412178613058297,40
random_family,9,1.212104655284136,0.6721720089294208,0.9449760765550239,8.302773801228126,0.6514615537189333,40
convenience,0,1.0002351673315488,0.6444576944635012,0.9497607655502392,7.943394249089057,0.6765478220833637,45
random,0,1.2160714258247731,0.6953190700723263,0.9665071770334929,8.329001571027597,0.6408169459657764,45
random,1,1.2222282693725812,0.6741849855290832,0.9617224880382775,8.222073745260978,0.6541091065656922,45
random,2,1.2393426328772108,0.69846683881728,0.9617224880382775,8.455362231857395,0.6281154018768378,45
random,3,1.1947741124164115,0.6633206119484559,0.9617224880382775,8.151119799691363,0.6504586756576081,45
random,4,1.1995836072643178,0.6744665481505425,0.9617224880382775,8.127389821515223,0.661005298893416,45
random,5,1.2447270824413734,0.6901624550743377,0.9545454545454546,8.33629248509341,0.6318808084846409,45
random,6,1.2067411880295427,0.6624193816672854,0.9569377990430622,8.041351947838555,0.6668473857369844,45
random,7,1.19765250018714,0.6715736903296391,0.9665071770334929,8.064043668525095,0.665369305539825,45
random,8,1.2286583394535175,0.6884305785447736,0.9688995215311005,8.234614749500887,0.6471608688026765,45
random,9,1.2202167151828114,0.6922102496296417,0.9665071770334929,8.287932422541937,0.6445559998758064,45
mmdp,0,1.3221175695424066,0.7890046407548507,0.9784688995215312,9.088114701275352,0.5720026962725024,45
mdp,0,1.3639572852013142,0.8253280123326984,0.9760765550239234,9.433700971545827,0.536059448065583,45
random_genus,0,1.213818248578042,0.7096224480858883,0.9712918660287081,8.374884073302258,0.6424879001518743,40
random_genus,1,1.2203703819637257,0.6774093116872035,0.9521531100478469,8.335769854829941,0.6424489791717855,40
